model,label,condition,response,correct
claude-sonnet-4-5,envelope,degraded_50,envelope,True
claude-sonnet-4-5,envelope,degraded_75,envelope,True
claude-sonnet-4-5,envelope,degraded_90,envelope,True
claude-sonnet-4-5,eye,mooney,eye,True
claude-sonnet-4-5,eye,mooney_inv,eye,True
claude-sonnet-4-5,eye,degraded_25,eye,True
claude-sonnet-4-5,eye,degraded_50,eye,True
claude-sonnet-4-5,eye,degraded_75,eye,True
claude-sonnet-4-5,eye,degraded_90,eye,True
claude-sonnet-4-5,fence,mooney,radiator,False
claude-sonnet-4-5,fence,mooney_inv,radiator,False
claude-sonnet-4-5,fence,degraded_25,picket fence,True
claude-sonnet-4-5,fence,degraded_50,fence,True
claude-sonnet-4-5,fence,degraded_75,bed springs,False
claude-sonnet-4-5,fence,degraded_90,barcode,False
claude-sonnet-4-5,finger,mooney,frog,False
claude-sonnet-4-5,finger,mooney_inv,safety pin,False
claude-sonnet-4-5,finger,degraded_25,finger,True
claude-sonnet-4-5,finger,degraded_50,finger,True
claude-sonnet-4-5,finger,degraded_75,banana,False
claude-sonnet-4-5,finger,degraded_90,wrench,False
claude-sonnet-4-5,fish,mooney,fish,True
claude-sonnet-4-5,fish,mooney_inv,fish,True
claude-sonnet-4-5,fish,degraded_25,fish,True
claude-sonnet-4-5,fish,degraded_50,fish,True
claude-sonnet-4-5,fish,degraded_75,fish,True
claude-sonnet-4-5,fish,degraded_90,fish,True
claude-sonnet-4-5,flag,mooney,flag,True
claude-sonnet-4-5,flag,mooney_inv,flag,True
claude-sonnet-4-5,flag,degraded_25,flag,True
claude-sonnet-4-5,flag,degraded_50,flag,True
claude-sonnet-4-5,flag,degraded_75,flag,True
claude-sonnet-4-5,flag,degraded_90,flag,True
claude-sonnet-4-5,flower,mooney,flower,True
claude-sonnet-4-5,flower,mooney_inv,flower,True
claude-sonnet-4-5,flower,degraded_25,flower,True
claude-sonnet-4-5,flower,degraded_50,flower,True
claude-sonnet-4-5,flower,degraded_75,flower,True
claude-sonnet-4-5,flower,degraded_90,flower,True
claude-sonnet-4-5,flute,mooney,screwdriver,False
claude-sonnet-4-5,flute,mooney_inv,flute,True
claude-sonnet-4-5,flute,degraded_25,flute,True
claude-sonnet-4-5,flute,degraded_50,flute,True
claude-sonnet-4-5,flute,degraded_75,stick,False
claude-sonnet-4-5,flute,degraded_90,scratches,False
claude-sonnet-4-5,fly,mooney,fly,True
claude-sonnet-4-5,fly,mooney_inv,fly,True
claude-sonnet-4-5,fly,degraded_25,fly,True
claude-sonnet-4-5,fly,degraded_50,fly,True
claude-sonnet-4-5,fly,degraded_75,pinwheel,False
claude-sonnet-4-5,fly,degraded_90,galaxy,False
claude-sonnet-4-5,foot,mooney,foot,True
claude-sonnet-4-5,foot,mooney_inv,foot,True
claude-sonnet-4-5,foot,degraded_25,foot,True
claude-sonnet-4-5,foot,degraded_50,foot,True
claude-sonnet-4-5,foot,degraded_75,foot,True
claude-sonnet-4-5,foot,degraded_90,foot,True
claude-sonnet-4-5,football,mooney,football,True
claude-sonnet-4-5,football,mooney_inv,football,True
claude-sonnet-4-5,football,degraded_25,football,True
claude-sonnet-4-5,football,degraded_50,football,True
claude-sonnet-4-5,football,degraded_75,football,True
claude-sonnet-4-5,football,degraded_90,rope,False
claude-sonnet-4-5,football_helmet,mooney,football helmet,True
claude-sonnet-4-5,football_helmet,mooney_inv,football helmet,True
claude-sonnet-4-5,football_helmet,degraded_25,football helmet,True
claude-sonnet-4-5,football_helmet,degraded_50,football helmet,True
claude-sonnet-4-5,football_helmet,degraded_75,skull,False
claude-sonnet-4-5,football_helmet,degraded_90,football helmet,True
claude-sonnet-4-5,fork,mooney,paintbrush,False
claude-sonnet-4-5,fork,mooney_inv,spatula,False
claude-sonnet-4-5,fork,degraded_25,fork,True
claude-sonnet-4-5,fork,degraded_50,fork,True
claude-sonnet-4-5,fork,degraded_75,toothbrush,False
claude-sonnet-4-5,fork,degraded_90,toothbrush,False
claude-sonnet-4-5,fox,mooney,fox,True
claude-sonnet-4-5,fox,mooney_inv,fox,True
claude-sonnet-4-5,fox,degraded_25,fox,True
claude-sonnet-4-5,fox,degraded_50,fox,True
claude-sonnet-4-5,fox,degraded_75,fox,True
claude-sonnet-4-5,fox,degraded_90,triceratops,False
claude-sonnet-4-5,frog,mooney,frog,True
claude-sonnet-4-5,frog,mooney_inv,frog,True
claude-sonnet-4-5,frog,degraded_25,frog,True
claude-sonnet-4-5,frog,degraded_50,frog,True
claude-sonnet-4-5,frog,degraded_75,frog,True
claude-sonnet-4-5,frog,degraded_90,frog,True
claude-sonnet-4-5,frying_pan,mooney,frying pan,True
claude-sonnet-4-5,frying_pan,mooney_inv,frying pan,True
claude-sonnet-4-5,frying_pan,degraded_25,frying pan,True
claude-sonnet-4-5,frying_pan,degraded_50,frying pan,True
claude-sonnet-4-5,frying_pan,degraded_75,jump rope,False
claude-sonnet-4-5,frying_pan,degraded_90,frying pan,True
claude-sonnet-4-5,garbage_can,mooney,trash can,True
claude-sonnet-4-5,garbage_can,mooney_inv,trash can,True
claude-sonnet-4-5,garbage_can,degraded_25,trash can,True
claude-sonnet-4-5,garbage_can,degraded_50,trash can,True
claude-sonnet-4-5,garbage_can,degraded_75,trash can,True
claude-sonnet-4-5,garbage_can,degraded_90,candle,False
claude-sonnet-4-5,giraffe,mooney,giraffe,True
claude-sonnet-4-5,giraffe,mooney_inv,giraffe,True
claude-sonnet-4-5,giraffe,degraded_25,giraffe,True
claude-sonnet-4-5,giraffe,degraded_50,giraffe,True
claude-sonnet-4-5,giraffe,degraded_75,giraffe,True
claude-sonnet-4-5,giraffe,degraded_90,giraffe,True
claude-sonnet-4-5,glass,mooney,glass,True
claude-sonnet-4-5,glass,mooney_inv,glass,True
claude-sonnet-4-5,glass,degraded_25,glass,True
claude-sonnet-4-5,glass,degraded_50,glass,True
claude-sonnet-4-5,glass,degraded_75,glass,True
claude-sonnet-4-5,glass,degraded_90,glass or tumbler,True
claude-sonnet-4-5,glasses,mooney,eyeglasses,True
claude-sonnet-4-5,glasses,mooney_inv,sunglasses,True
claude-sonnet-4-5,glasses,degraded_25,sunglasses,True
claude-sonnet-4-5,glasses,degraded_50,sunglasses,True
claude-sonnet-4-5,glasses,degraded_75,shirt or t-shirt,False
claude-sonnet-4-5,glasses,degraded_90,blanket,False
claude-sonnet-4-5,glove,mooney,hand,False
claude-sonnet-4-5,glove,mooney_inv,glove,True
claude-sonnet-4-5,glove,degraded_25,glove,True
claude-sonnet-4-5,glove,degraded_50,glove,True
claude-sonnet-4-5,glove,degraded_75,glove,True
claude-sonnet-4-5,glove,degraded_90,glove,True
claude-sonnet-4-5,goat,mooney,dog,False
claude-sonnet-4-5,goat,mooney_inv,dog,False
claude-sonnet-4-5,goat,degraded_25,goat,True
claude-sonnet-4-5,goat,degraded_50,dog,False
claude-sonnet-4-5,goat,degraded_75,dog,False
claude-sonnet-4-5,goat,degraded_90,camel,False
claude-sonnet-4-5,gorilla,mooney,dog,False
claude-sonnet-4-5,gorilla,mooney_inv,dog,False
claude-sonnet-4-5,gorilla,degraded_25,gorilla,True
claude-sonnet-4-5,gorilla,degraded_50,gorilla,True
claude-sonnet-4-5,gorilla,degraded_75,gorilla,True
claude-sonnet-4-5,gorilla,degraded_90,gorilla,True
claude-sonnet-4-5,grapes,mooney,grapes,True
claude-sonnet-4-5,grapes,mooney_inv,grapes,True
claude-sonnet-4-5,grapes,degraded_25,grapes,True
claude-sonnet-4-5,grapes,degraded_50,grapes,True
claude-sonnet-4-5,grapes,degraded_75,teddy bear,False
claude-sonnet-4-5,grapes,degraded_90,teddy bear,False
claude-sonnet-4-5,grasshopper,mooney,grasshopper,True
claude-sonnet-4-5,grasshopper,mooney_inv,grasshopper,True
claude-sonnet-4-5,grasshopper,degraded_25,grasshopper,True
claude-sonnet-4-5,grasshopper,degraded_50,grasshopper,True
claude-sonnet-4-5,grasshopper,degraded_75,cheetah,False
claude-sonnet-4-5,grasshopper,degraded_90,running cheetah,False
claude-sonnet-4-5,guitar,mooney,guitar,True
claude-sonnet-4-5,guitar,mooney_inv,guitar,True
claude-sonnet-4-5,guitar,degraded_25,guitar,True
claude-sonnet-4-5,guitar,degraded_50,guitar,True
claude-sonnet-4-5,guitar,degraded_75,guitar,True
claude-sonnet-4-5,guitar,degraded_90,guitar,True
claude-sonnet-4-5,gun,mooney,revolver,True
claude-sonnet-4-5,gun,mooney_inv,revolver,True
claude-sonnet-4-5,gun,degraded_25,revolver,True
claude-sonnet-4-5,gun,degraded_50,revolver,True
claude-sonnet-4-5,gun,degraded_75,revolver,True
claude-sonnet-4-5,gun,degraded_90,revolver,True
claude-sonnet-4-5,hair,mooney,baseball glove,False
claude-sonnet-4-5,hair,mooney_inv,baseball glove,False
claude-sonnet-4-5,hair,degraded_25,seashell,False
claude-sonnet-4-5,hair,degraded_50,baseball glove,False
claude-sonnet-4-5,hair,degraded_75,beret,False
claude-sonnet-4-5,hair,degraded_90,steak,False
claude-sonnet-4-5,hammer,mooney,hammer,True
claude-sonnet-4-5,hammer,mooney_inv,hammer,True
claude-sonnet-4-5,hammer,degraded_25,hammer,True
claude-sonnet-4-5,hammer,degraded_50,hammer,True
claude-sonnet-4-5,hammer,degraded_75,hammer,True
claude-sonnet-4-5,hammer,degraded_90,wrench,False
claude-sonnet-4-5,hand,mooney,hands,True
claude-sonnet-4-5,hand,mooney_inv,hands,True
claude-sonnet-4-5,hand,degraded_25,hand,True
claude-sonnet-4-5,hand,degraded_50,hand,True
claude-sonnet-4-5,hand,degraded_75,hand,True
claude-sonnet-4-5,hand,degraded_90,hand,True
claude-sonnet-4-5,hanger,mooney,coat hanger,True
claude-sonnet-4-5,hanger,mooney_inv,coat hanger,True
claude-sonnet-4-5,hanger,degraded_25,clothes hanger,True
claude-sonnet-4-5,hanger,degraded_50,coat hanger,True
claude-sonnet-4-5,hanger,degraded_75,coat hanger,True
claude-sonnet-4-5,hanger,degraded_90,coat hanger,True
claude-sonnet-4-5,harp,mooney,harp,True
claude-sonnet-4-5,harp,mooney_inv,harp,True
claude-sonnet-4-5,harp,degraded_25,harp,True
claude-sonnet-4-5,harp,degraded_50,harp,True
claude-sonnet-4-5,harp,degraded_75,harp,True
claude-sonnet-4-5,harp,degraded_90,harp,True
claude-sonnet-4-5,hat,mooney,fedora,False
claude-sonnet-4-5,hat,mooney_inv,fedora,False
claude-sonnet-4-5,hat,degraded_25,fedora hat,True
claude-sonnet-4-5,hat,degraded_50,fedora hat,True
claude-sonnet-4-5,hat,degraded_75,bucket hat,True
claude-sonnet-4-5,hat,degraded_90,hat,True
claude-sonnet-4-5,heart,mooney,heart,True
claude-sonnet-4-5,heart,mooney_inv,heart,True
claude-sonnet-4-5,heart,degraded_25,heart,True
claude-sonnet-4-5,heart,degraded_50,heart,True
claude-sonnet-4-5,heart,degraded_75,heart,True
claude-sonnet-4-5,heart,degraded_90,heart,True
claude-sonnet-4-5,helicopter,mooney,helicopter,True
claude-sonnet-4-5,helicopter,mooney_inv,helicopter,True
claude-sonnet-4-5,helicopter,degraded_25,helicopter,True
claude-sonnet-4-5,helicopter,degraded_50,helicopter,True
claude-sonnet-4-5,helicopter,degraded_75,hand,False
claude-sonnet-4-5,helicopter,degraded_90,handshake,False
claude-sonnet-4-5,horse,mooney,horse,True
claude-sonnet-4-5,horse,mooney_inv,horse,True
claude-sonnet-4-5,horse,degraded_25,horse,True
claude-sonnet-4-5,horse,degraded_50,horse,True
claude-sonnet-4-5,horse,degraded_75,horse,True
claude-sonnet-4-5,horse,degraded_90,horse,True
claude-sonnet-4-5,house,mooney,house,True
claude-sonnet-4-5,house,mooney_inv,house,True
claude-sonnet-4-5,house,degraded_25,house,True
claude-sonnet-4-5,house,degraded_50,house,True
claude-sonnet-4-5,house,degraded_75,building or house,True
claude-sonnet-4-5,house,degraded_90,tank,False
claude-sonnet-4-5,iron,mooney,iron,True
claude-sonnet-4-5,iron,mooney_inv,iron,True
claude-sonnet-4-5,iron,degraded_25,iron,True
claude-sonnet-4-5,iron,degraded_50,bucket hat,False
claude-sonnet-4-5,iron,degraded_75,hat,False
claude-sonnet-4-5,iron,degraded_90,hat,False
claude-sonnet-4-5,ironing_board,mooney,ironing board,True
claude-sonnet-4-5,ironing_board,mooney_inv,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_25,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_50,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_75,ironing board,True
claude-sonnet-4-5,ironing_board,degraded_90,ironing board,True
claude-sonnet-4-5,jacket,mooney,jacket,True
claude-sonnet-4-5,jacket,mooney_inv,jacket,True
claude-sonnet-4-5,jacket,degraded_25,jacket,True
claude-sonnet-4-5,jacket,degraded_50,jacket,True
claude-sonnet-4-5,jacket,degraded_75,jacket,True
claude-sonnet-4-5,jacket,degraded_90,jacket,True
claude-sonnet-4-5,kangaroo,mooney,kangaroo,True
claude-sonnet-4-5,kangaroo,mooney_inv,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_25,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_50,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_75,kangaroo,True
claude-sonnet-4-5,kangaroo,degraded_90,bird,False
claude-sonnet-4-5,kettle,mooney,kettle,True
claude-sonnet-4-5,kettle,mooney_inv,kettle,True
claude-sonnet-4-5,kettle,degraded_25,kettle,True
claude-sonnet-4-5,kettle,degraded_50,kettle,True
claude-sonnet-4-5,kettle,degraded_75,teapot,True
claude-sonnet-4-5,kettle,degraded_90,kettle,True
claude-sonnet-4-5,key,mooney,key,True
claude-sonnet-4-5,key,mooney_inv,key,True
claude-sonnet-4-5,key,degraded_25,key,True
claude-sonnet-4-5,key,degraded_50,key,True
claude-sonnet-4-5,key,degraded_75,key,True
claude-sonnet-4-5,key,degraded_90,key,True
claude-sonnet-4-5,kite,mooney,kite,True
claude-sonnet-4-5,kite,mooney_inv,kite,True
claude-sonnet-4-5,kite,degraded_25,kite,True
claude-sonnet-4-5,kite,degraded_50,kite,True
claude-sonnet-4-5,kite,degraded_75,kite,True
claude-sonnet-4-5,kite,degraded_90,shoe,False
claude-sonnet-4-5,knife,mooney,meteor,False
claude-sonnet-4-5,knife,mooney_inv,meteor,False
claude-sonnet-4-5,knife,degraded_25,tweezers,False
claude-sonnet-4-5,knife,degraded_50,knife,True
claude-sonnet-4-5,knife,degraded_75,baseball bat,False
claude-sonnet-4-5,knife,degraded_90,wand,False
claude-sonnet-4-5,ladder,mooney,ladder,True
claude-sonnet-4-5,ladder,mooney_inv,ladder,True
claude-sonnet-4-5,ladder,degraded_25,railroad tracks,False
claude-sonnet-4-5,ladder,degraded_50,tennis court,False
claude-sonnet-4-5,ladder,degraded_75,ruler,False
claude-sonnet-4-5,ladder,degraded_90,band-aid,False
claude-sonnet-4-5,lamp,mooney,table lamp,True
claude-sonnet-4-5,lamp,mooney_inv,table lamp,True
claude-sonnet-4-5,lamp,degraded_25,table lamp,True
claude-sonnet-4-5,lamp,degraded_50,table lamp,True
claude-sonnet-4-5,lamp,degraded_75,table lamp,True
claude-sonnet-4-5,lamp,degraded_90,table lamp,True
claude-sonnet-4-5,leaf,mooney,maple leaf,True
claude-sonnet-4-5,leaf,mooney_inv,maple leaf,True
claude-sonnet-4-5,leaf,degraded_25,maple leaf,True
claude-sonnet-4-5,leaf,degraded_50,maple leaf,True
claude-sonnet-4-5,leaf,degraded_75,leaf,True
claude-sonnet-4-5,leaf,degraded_90,rose,False
claude-sonnet-4-5,leg,mooney,leg,True
claude-sonnet-4-5,leg,mooney_inv,leg,True
claude-sonnet-4-5,leg,degraded_25,leg,True
claude-sonnet-4-5,leg,degraded_50,leg,True
claude-sonnet-4-5,leg,degraded_75,boot,False
claude-sonnet-4-5,leg,degraded_90,boot,False
claude-sonnet-4-5,lemon,mooney,lemon,True
claude-sonnet-4-5,lemon,mooney_inv,lemon,True
claude-sonnet-4-5,lemon,degraded_25,lemon,True
claude-sonnet-4-5,lemon,degraded_50,lemon,True
claude-sonnet-4-5,lemon,degraded_75,lemon,True
claude-sonnet-4-5,lemon,degraded_90,circle,False
claude-sonnet-4-5,leopard,mooney,leopard,True
claude-sonnet-4-5,leopard,mooney_inv,leopard,True
claude-sonnet-4-5,leopard,degraded_25,leopard,True
claude-sonnet-4-5,leopard,degraded_50,cat,False
claude-sonnet-4-5,leopard,degraded_75,fox,False
claude-sonnet-4-5,leopard,degraded_90,fox,False
claude-sonnet-4-5,lettuce,mooney,crumpled paper,False
claude-sonnet-4-5,lettuce,mooney_inv,necklace,False
claude-sonnet-4-5,lettuce,degraded_25,hat,False
claude-sonnet-4-5,lettuce,degraded_50,hat,False
claude-sonnet-4-5,lettuce,degraded_75,cowboy hat,False
claude-sonnet-4-5,lettuce,degraded_90,rose,False
claude-sonnet-4-5,light_bulb,mooney,light bulb,True
claude-sonnet-4-5,light_bulb,mooney_inv,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_25,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_50,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_75,light bulb,True
claude-sonnet-4-5,light_bulb,degraded_90,light bulb,True
claude-sonnet-4-5,light_switch,mooney,light switch cover plate,True
claude-sonnet-4-5,light_switch,mooney_inv,light switch cover plate,True
claude-sonnet-4-5,light_switch,degraded_25,light switch,True
claude-sonnet-4-5,light_switch,degraded_50,light switch cover plate,True
claude-sonnet-4-5,light_switch,degraded_75,light switch cover plate,True
claude-sonnet-4-5,light_switch,degraded_90,light switch cover plate,True
claude-sonnet-4-5,lion,mooney,lion,True
claude-sonnet-4-5,lion,mooney_inv,lion,True
claude-sonnet-4-5,lion,degraded_25,lion,True
claude-sonnet-4-5,lion,degraded_50,lion,True
claude-sonnet-4-5,lion,degraded_75,lion,True
claude-sonnet-4-5,lion,degraded_90,lion,True
claude-sonnet-4-5,lips,mooney,swimmer,False
claude-sonnet-4-5,lips,mooney_inv,stick,False
claude-sonnet-4-5,lips,degraded_25,lips,True
claude-sonnet-4-5,lips,degraded_50,lips,True
claude-sonnet-4-5,lips,degraded_75,lips,True
claude-sonnet-4-5,lips,degraded_90,lips,True
claude-sonnet-4-5,lobster,mooney,lobster,True
claude-sonnet-4-5,lobster,mooney_inv,lobster,True
claude-sonnet-4-5,lobster,degraded_25,lobster,True
claude-sonnet-4-5,lobster,degraded_50,lobster,True
claude-sonnet-4-5,lobster,degraded_75,lobster,True
claude-sonnet-4-5,lobster,degraded_90,lobster,True
claude-sonnet-4-5,lock,mooney,padlock,True
claude-sonnet-4-5,lock,mooney_inv,padlock,True
claude-sonnet-4-5,lock,degraded_25,padlock,True
claude-sonnet-4-5,lock,degraded_50,padlock,True
claude-sonnet-4-5,lock,degraded_75,padlock,True
claude-sonnet-4-5,lock,degraded_90,padlock,True
claude-sonnet-4-5,mitten,mooney,mitten,True
claude-sonnet-4-5,mitten,mooney_inv,mitten,True
claude-sonnet-4-5,mitten,degraded_25,mitten,True
claude-sonnet-4-5,mitten,degraded_50,mitten,True
claude-sonnet-4-5,mitten,degraded_75,mitten,True
claude-sonnet-4-5,mitten,degraded_90,mitten,True
claude-sonnet-4-5,monkey,mooney,kangaroo,False
claude-sonnet-4-5,monkey,mooney_inv,dinosaur,False
claude-sonnet-4-5,monkey,degraded_25,monkey,True
claude-sonnet-4-5,monkey,degraded_50,monkey,True
claude-sonnet-4-5,monkey,degraded_75,squirrel,False
claude-sonnet-4-5,monkey,degraded_90,monkey,True
claude-sonnet-4-5,moon,mooney,crescent moon,True
claude-sonnet-4-5,moon,mooney_inv,crescent moon,True
claude-sonnet-4-5,moon,degraded_25,crescent moon,True
claude-sonnet-4-5,moon,degraded_50,crescent moon,True
claude-sonnet-4-5,moon,degraded_75,crescent moon,True
claude-sonnet-4-5,moon,degraded_90,crescent moon,True
claude-sonnet-4-5,motorcycle,mooney,motorcycle,True
claude-sonnet-4-5,motorcycle,mooney_inv,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_25,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_50,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_75,motorcycle,True
claude-sonnet-4-5,motorcycle,degraded_90,motorcycle,True
claude-sonnet-4-5,mountain,mooney,firework,False
claude-sonnet-4-5,mountain,mooney_inv,firework,False
claude-sonnet-4-5,mountain,degraded_25,mountain,True
claude-sonnet-4-5,mountain,degraded_50,mountain,True
claude-sonnet-4-5,mountain,degraded_75,mountain,True
claude-sonnet-4-5,mountain,degraded_90,mountain,True
claude-sonnet-4-5,mouse,mooney,rat,False
claude-sonnet-4-5,mouse,mooney_inv,rat,False
claude-sonnet-4-5,mouse,degraded_25,mouse,True
claude-sonnet-4-5,mouse,degraded_50,rat,False
claude-sonnet-4-5,mouse,degraded_75,rat,False
claude-sonnet-4-5,mouse,degraded_90,mouse,True
claude-sonnet-4-5,mushroom,mooney,mushroom,True
claude-sonnet-4-5,mushroom,mooney_inv,mushroom,True
claude-sonnet-4-5,mushroom,degraded_25,mushroom,True
claude-sonnet-4-5,mushroom,degraded_50,mushroom,True
claude-sonnet-4-5,mushroom,degraded_75,mushroom,True
claude-sonnet-4-5,mushroom,degraded_90,mushroom,True
claude-sonnet-4-5,nail,mooney,nail,True
claude-sonnet-4-5,nail,mooney_inv,tent stake,False
claude-sonnet-4-5,nail,degraded_25,nail,True
claude-sonnet-4-5,nail,degraded_50,tent stake,False
claude-sonnet-4-5,nail,degraded_75,nail,True
claude-sonnet-4-5,nail,degraded_90,needle,False
claude-sonnet-4-5,nail_file,mooney,letter opener,False
claude-sonnet-4-5,nail_file,mooney_inv,letter opener,False
claude-sonnet-4-5,nail_file,degraded_25,nail file,True
claude-sonnet-4-5,nail_file,degraded_50,chainsaw,False
claude-sonnet-4-5,nail_file,degraded_75,mascara wand,False
claude-sonnet-4-5,nail_file,degraded_90,toothbrush,False
claude-sonnet-4-5,necklace,mooney,necklace,True
claude-sonnet-4-5,necklace,mooney_inv,necklace,True
claude-sonnet-4-5,necklace,degraded_25,necklace,True
claude-sonnet-4-5,necklace,degraded_50,necklace,True
claude-sonnet-4-5,necklace,degraded_75,pear,False
claude-sonnet-4-5,necklace,degraded_90,egg,False
claude-sonnet-4-5,needle,mooney,paintbrush,False
claude-sonnet-4-5,needle,mooney_inv,cotton swab,False
claude-sonnet-4-5,needle,degraded_25,flute,False
claude-sonnet-4-5,needle,degraded_50,clarinet,False
claude-sonnet-4-5,needle,degraded_75,line,False
claude-sonnet-4-5,needle,degraded_90,dotted line,False
claude-sonnet-4-5,nose,mooney,nose,True
claude-sonnet-4-5,nose,mooney_inv,nose,True
claude-sonnet-4-5,nose,degraded_25,nose,True
claude-sonnet-4-5,nose,degraded_50,snake,False
claude-sonnet-4-5,nose,degraded_75,snake,False
claude-sonnet-4-5,nose,degraded_90,hook,False
claude-sonnet-4-5,nut,mooney,hex nut,True
claude-sonnet-4-5,nut,mooney_inv,hex nut,True
claude-sonnet-4-5,nut,degraded_25,hex nut,True
claude-sonnet-4-5,nut,degraded_50,nut,True
claude-sonnet-4-5,nut,degraded_75,hex nut,True
claude-sonnet-4-5,nut,degraded_90,hex nut,True
claude-sonnet-4-5,onion,mooney,onion,True
claude-sonnet-4-5,onion,mooney_inv,coffee stain,False
claude-sonnet-4-5,onion,degraded_25,onion,True
claude-sonnet-4-5,onion,degraded_50,onion,True
claude-sonnet-4-5,onion,degraded_75,peach,False
claude-sonnet-4-5,onion,degraded_90,moon,False
claude-sonnet-4-5,orange,mooney,bowling ball,False
claude-sonnet-4-5,orange,mooney_inv,bowling ball,False
claude-sonnet-4-5,orange,degraded_25,orange,True
claude-sonnet-4-5,orange,degraded_50,orange,True
claude-sonnet-4-5,orange,degraded_75,moon,False
claude-sonnet-4-5,orange,degraded_90,cell,False
claude-sonnet-4-5,ostrich,mooney,ostrich,True
claude-sonnet-4-5,ostrich,mooney_inv,ostrich,True
claude-sonnet-4-5,ostrich,degraded_25,ostrich,True
claude-sonnet-4-5,ostrich,degraded_50,ostrich,True
claude-sonnet-4-5,ostrich,degraded_75,ostrich,True
claude-sonnet-4-5,ostrich,degraded_90,flamingo,False
claude-sonnet-4-5,owl,mooney,owl,True
claude-sonnet-4-5,owl,mooney_inv,owl,True
claude-sonnet-4-5,owl,degraded_25,owl,True
claude-sonnet-4-5,owl,degraded_50,owl,True
claude-sonnet-4-5,owl,degraded_75,owl,True
claude-sonnet-4-5,owl,degraded_90,owl,True
claude-sonnet-4-5,paintbrush,mooney,tweezers,False
claude-sonnet-4-5,paintbrush,mooney_inv,pipette,False
claude-sonnet-4-5,paintbrush,degraded_25,fishing rod,False
claude-sonnet-4-5,paintbrush,degraded_50,pipette,False
claude-sonnet-4-5,paintbrush,degraded_75,stick,False
claude-sonnet-4-5,paintbrush,degraded_90,dotted line,False
claude-sonnet-4-5,pants,mooney,pants,True
claude-sonnet-4-5,pants,mooney_inv,pants,True
claude-sonnet-4-5,pants,degraded_25,pants,True
claude-sonnet-4-5,pants,degraded_50,pants,True
claude-sonnet-4-5,pants,degraded_75,pants,True
claude-sonnet-4-5,pants,degraded_90,pants,True
claude-sonnet-4-5,peach,mooney,apple,False
claude-sonnet-4-5,peach,mooney_inv,ball,False
claude-sonnet-4-5,peach,degraded_25,orange,False
claude-sonnet-4-5,peach,degraded_50,ouroboros,False
claude-sonnet-4-5,peach,degraded_75,circle,False
claude-sonnet-4-5,peach,degraded_90,ring,False
claude-sonnet-4-5,peacock,mooney,peacock,True
claude-sonnet-4-5,peacock,mooney_inv,peacock,True
claude-sonnet-4-5,peacock,degraded_25,peacock,True
claude-sonnet-4-5,peacock,degraded_50,peacock,True
claude-sonnet-4-5,peacock,degraded_75,peacock,True
claude-sonnet-4-5,peacock,degraded_90,brain,False
claude-sonnet-4-5,peanut,mooney,peanut,True
claude-sonnet-4-5,peanut,mooney_inv,shoe print,False
claude-sonnet-4-5,peanut,degraded_25,peanut,True
claude-sonnet-4-5,peanut,degraded_50,peanut,True
claude-sonnet-4-5,peanut,degraded_75,rope knot,False
claude-sonnet-4-5,peanut,degraded_90,mustache,False
claude-sonnet-4-5,pear,mooney,pear,True
claude-sonnet-4-5,pear,mooney_inv,pear,True
claude-sonnet-4-5,pear,degraded_25,pear,True
claude-sonnet-4-5,pear,degraded_50,pear,True
claude-sonnet-4-5,pear,degraded_75,pear,True
claude-sonnet-4-5,pear,degraded_90,pear,True
claude-sonnet-4-5,pen,mooney,pen,True
claude-sonnet-4-5,pen,mooney_inv,pen,True
claude-sonnet-4-5,pen,degraded_25,pen,True
claude-sonnet-4-5,pen,degraded_50,pen,True
claude-sonnet-4-5,pen,degraded_75,ruler,False
claude-sonnet-4-5,pen,degraded_90,ruler,False
claude-sonnet-4-5,pencil,mooney,pencil,True
claude-sonnet-4-5,pencil,mooney_inv,pen,False
claude-sonnet-4-5,pencil,degraded_25,pencil,True
claude-sonnet-4-5,pencil,degraded_50,pencil,True
claude-sonnet-4-5,pencil,degraded_75,ruler,False
claude-sonnet-4-5,pencil,degraded_90,pencil,True
claude-sonnet-4-5,penguin,mooney,penguin,True
claude-sonnet-4-5,penguin,mooney_inv,penguin,True
claude-sonnet-4-5,penguin,degraded_25,penguin,True
claude-sonnet-4-5,penguin,degraded_50,penguin,True
claude-sonnet-4-5,penguin,degraded_75,penguin,True
claude-sonnet-4-5,penguin,degraded_90,penguin,True
claude-sonnet-4-5,pepper,mooney,bell pepper,True
claude-sonnet-4-5,pepper,mooney_inv,bell pepper,True
claude-sonnet-4-5,pepper,degraded_25,bell pepper,True
claude-sonnet-4-5,pepper,degraded_50,bell pepper,True
claude-sonnet-4-5,pepper,degraded_75,backpack,False
